model,scale,language,template_id,representation,cv_adjacent_norm,cos_step_12,cos_step_23,cos_step_34
BAAI/bge-m3,affect,ru,25,mean_pool,0.3215574622154236,-0.15024885535240173,-0.24736559391021729,-0.20183460414409637
BAAI/bge-m3,affect,ru,26,mean_pool,0.18535591661930084,-0.0963059738278389,-0.4351358711719513,-0.4786335229873657
BAAI/bge-m3,affect,ru,27,mean_pool,0.05543172359466553,-0.3417789041996002,-0.5389885902404785,-0.38125482201576233
BAAI/bge-m3,affect,ru,28,mean_pool,0.26903265714645386,-0.1876203864812851,-0.40169745683670044,-0.33199745416641235
BAAI/bge-m3,affect,ru,29,mean_pool,0.19893871247768402,0.09596407413482666,-0.3864041268825531,-0.5418568849563599
BAAI/bge-m3,affect,ru,30,mean_pool,0.23804186284542084,-0.10233984887599945,-0.44574031233787537,-0.3604041039943695
BAAI/bge-m3,affect,ru,31,mean_pool,0.24310800433158875,0.005428497679531574,-0.1735914945602417,-0.2710787057876587
BAAI/bge-m3,affect,ru,32,mean_pool,0.15965035557746887,-0.37626153230667114,-0.609187126159668,-0.33869054913520813
BAAI/bge-m3,affect,ru,33,mean_pool,0.38341230154037476,-0.2592241168022156,-0.30339959263801575,-0.3492632508277893
BAAI/bge-m3,affect,ru,34,mean_pool,0.12974657118320465,-0.421505331993103,-0.5428194403648376,-0.4885514974594116
BAAI/bge-m3,affect,ru,35,mean_pool,0.3097549378871918,-0.052041105926036835,-0.3529963791370392,-0.19633014500141144
BAAI/bge-m3,affect,ru,36,mean_pool,0.20069609582424164,-0.11206230521202087,-0.37762558460235596,-0.3551448881626129
BAAI/bge-m3,affect,ru,37,mean_pool,0.1484685242176056,-0.2849811017513275,-0.39625275135040283,-0.5063384771347046
BAAI/bge-m3,affect,ru,38,mean_pool,0.21882186830043793,-0.35088059306144714,-0.6033936142921448,-0.4261952340602875
BAAI/bge-m3,affect,ru,39,mean_pool,0.0900464579463005,-0.31757766008377075,-0.5197330117225647,-0.4732687175273895
BAAI/bge-m3,affect,ru,40,mean_pool,0.22452571988105774,0.09901214390993118,-0.350390762090683,-0.3550831377506256
BAAI/bge-m3,affect,ru,41,mean_pool,0.12314208596944809,-0.46039825677871704,-0.46023860573768616,-0.5344123244285583
BAAI/bge-m3,affect,ru,42,mean_pool,0.157317653298378,-0.23379868268966675,-0.11200065165758133,-0.4766123294830322
BAAI/bge-m3,affect,ru,43,mean_pool,0.07507279515266418,-0.29533231258392334,-0.5430898070335388,-0.22881358861923218
BAAI/bge-m3,affect,ru,44,mean_pool,0.16575567424297333,-0.16660842299461365,-0.36850306391716003,-0.42897355556488037
BAAI/bge-m3,affect,ru,45,mean_pool,0.042123161256313324,-0.01973186805844307,-0.3477235436439514,-0.5437238812446594
BAAI/bge-m3,affect,ru,46,mean_pool,0.25130602717399597,-0.2752813696861267,-0.6135989427566528,-0.37588366866111755
BAAI/bge-m3,affect,ru,47,mean_pool,0.24951477348804474,-0.18581652641296387,-0.38050365447998047,-0.21428343653678894
BAAI/bge-m3,affect,ru,48,mean_pool,0.15884838998317719,-0.20631609857082367,-0.5724610686302185,-0.4056362509727478
BAAI/bge-m3,affect,ru,49,mean_pool,0.18869218230247498,-0.185471773147583,-0.6236817836761475,-0.4591846466064453
